Gene_ID	start	end	strand
MPAO1_00425	90362	91042	-
MPAO1_00430	91039	94569	-
MPAO1_00435	94566	95915	-
MPAO1_00440	95922	97256	-
MPAO1_00445	97272	97736	-
MPAO1_00450	97781	99274	-
MPAO1_00455	99642	100676	+
MPAO1_00460	100765	101283	+
MPAO1_00465	101296	102792	+
MPAO1_00470	102868	103356	+
MPAO1_00475	103524	104369	+
MPAO1_00480	104371	104880	+
MPAO1_00485	104877	106736	+
MPAO1_00490	106700	107746	+
MPAO1_00495	107739	110447	+
MPAO1_00500	110494	112425	+
MPAO1_00505	112540	112824	-
MPAO1_00510	112821	114113	-
MPAO1_00515	114129	114563	-
MPAO1_00520	114817	117042	+
MPAO1_00525	117070	117519	+
MPAO1_00530	117449	118648	+
MPAO1_00535	118645	119682	+
MPAO1_00540	119682	120842	+
MPAO1_00545	120864	121784	+
MPAO1_00550	121766	123013	+
MPAO1_00555	123389	124117	+
MPAO1_00560	124328	125899	+
MPAO1_00565	125886	126524	-
MPAO1_00570	126746	126907	-
MPAO1_00575	126896	128020	+
MPAO1_00580	128030	129622	+
MPAO1_00585	129633	130187	+
MPAO1_00590	130198	131085	+
MPAO1_00595	131101	131310	-
MPAO1_00600	131326	132120	+
MPAO1_00605	132095	132673	+
MPAO1_00610	132738	133811	+
MPAO1_00615	133837	134751	+
MPAO1_00620	134777	135412	+
MPAO1_00625	135452	135904	-
MPAO1_00630	136036	136509	+
MPAO1_00635	136766	137494	+
MPAO1_00640	137519	138106	+
MPAO1_00645	138336	139685	+
MPAO1_00650	139734	140420	+
MPAO1_00655	140521	141255	+
MPAO1_00660	141435	141845	+
MPAO1_00665	141877	142785	-
MPAO1_00670	143085	143366	-
MPAO1_00675	143363	143590	-
MPAO1_00680	143766	144386	-
MPAO1_00685	144487	144987	+
MPAO1_00690	145060	145401	+
MPAO1_00695	145483	146910	-
MPAO1_00700	147079	148572	-
MPAO1_00705	148656	148943	-
MPAO1_00710	148943	150289	-
MPAO1_00715	150424	151341	+
MPAO1_00720	151454	152824	-
MPAO1_00725	153214	153354	+
MPAO1_00730	153935	155506	+
MPAO1_00735	155506	156603	+
MPAO1_00740	156626	157552	+
MPAO1_00745	157618	157737	-
MPAO1_00750	157717	158280	+
MPAO1_00755	158425	159990	+
MPAO1_00760	160070	160966	-
MPAO1_00765	161424	162773	+
MPAO1_00770	162881	163933	+
MPAO1_00775	163961	164587	-
MPAO1_00780	164737	165255	-
MPAO1_00785	165494	166591	+
MPAO1_00790	166664	167626	+
MPAO1_00795	167731	168681	+
MPAO1_00800	168878	169423	+
MPAO1_00805	169420	170415	+
MPAO1_00810	170564	172951	+
MPAO1_00815	173238	174155	+
MPAO1_00820	174290	175009	+
MPAO1_00825	175020	175625	+
MPAO1_00830	175622	175852	-
MPAO1_00835	175832	176671	+
MPAO1_00840	176824	177975	+
MPAO1_00845	177972	179042	+
MPAO1_00850	179039	182086	+
MPAO1_00855	182285	183223	+
MPAO1_00860	183339	183524	+
MPAO1_00865	183741	183956	+
MPAO1_00870	184111	185445	+
MPAO1_00875	185474	186271	-
MPAO1_00880	186349	187965	+
MPAO1_00885	188637	189473	+
MPAO1_00890	189715	191121	+
MPAO1_00895	191214	191879	+
MPAO1_00900	191885	192475	+
MPAO1_00905	192482	193189	-
MPAO1_00910	193316	193696	-
MPAO1_00915	193723	194265	-
MPAO1_00920	194274	196265	-
MPAO1_00925	196528	197577	-
MPAO1_00930	197597	198199	-
MPAO1_00935	198205	199047	-
MPAO1_00940	199117	201156	-
MPAO1_00945	201192	201677	-
MPAO1_00950	201664	203583	-
MPAO1_00955	203611	203976	-
MPAO1_00960	204174	205346	-
MPAO1_00965	205539	206471	-
MPAO1_00970	206588	207340	+
MPAO1_00975	207440	209050	-
MPAO1_00980	209138	209977	-
MPAO1_00985	209974	211590	-
MPAO1_00990	211857	212918	+
MPAO1_00995	213336	214151	+
MPAO1_01000	214148	215029	+
MPAO1_01005	215067	216425	-
MPAO1_01010	216673	217398	+
MPAO1_01015	217422	218339	-
MPAO1_01020	218438	218700	-
MPAO1_01025	218689	221061	+
MPAO1_01030	221102	222004	+
MPAO1_01035	222072	222971	+
MPAO1_01040	223618	224736	+
MPAO1_01045	224812	225120	+
MPAO1_01050	225120	226556	+
MPAO1_01055	226899	227711	+
MPAO1_01060	227740	228459	+
MPAO1_01065	228461	228862	+
MPAO1_01070	229043	229255	-
MPAO1_01075	229471	230052	+
MPAO1_01080	230060	231517	-
MPAO1_01085	231583	232617	-
MPAO1_01090	232640	233449	-
MPAO1_01095	233446	234366	-
MPAO1_01100	234392	235504	-
MPAO1_01105	235735	236628	+
MPAO1_01110	236749	238413	+
MPAO1_01115	238413	239294	+
MPAO1_01120	239296	239595	+
MPAO1_01125	239588	240451	+
MPAO1_01130	240448	241254	+
MPAO1_01135	241270	241962	+
MPAO1_01140	241959	242891	+
MPAO1_01145	242948	243352	+
MPAO1_01150	243358	244122	+
MPAO1_01155	244207	245136	-
MPAO1_01160	245465	246385	-
MPAO1_01165	246406	246591	-
MPAO1_01170	246736	248226	+
MPAO1_01175	248284	249717	+
MPAO1_01180	249748	251130	+
MPAO1_01185	251294	252352	+
MPAO1_01190	252430	253311	-
MPAO1_01195	253371	254153	-
MPAO1_01200	254308	254847	+
MPAO1_01205	254998	255849	+
MPAO1_01210	255846	256628	+
MPAO1_01215	256625	257830	+
MPAO1_01220	257980	259278	+
MPAO1_01225	259301	260680	+
MPAO1_01230	260696	261487	+
MPAO1_01235	261498	261899	+
MPAO1_01240	262074	263015	+
MPAO1_01245	263206	264039	+
MPAO1_01250	264481	265827	-
MPAO1_01255	266133	266912	+
MPAO1_01260	267155	268198	+
MPAO1_01265	268221	269036	+
MPAO1_01270	269186	270064	+
MPAO1_01275	270090	271355	-
MPAO1_01280	271421	272746	-
MPAO1_01285	273292	275196	+
MPAO1_01290	275289	275957	+
MPAO1_01295	275997	276851	-
MPAO1_01300	276848	277294	-
MPAO1_01305	277411	278916	-
MPAO1_01310	279091	280275	-
MPAO1_01315	280453	281319	+
MPAO1_01320	281316	281762	-
MPAO1_01325	281840	282274	-
MPAO1_01330	282429	283070	-
MPAO1_01335	283335	283622	-
MPAO1_01340	283714	284190	-
MPAO1_01345	284231	285721	-
MPAO1_01350	285855	286541	-
MPAO1_01355	286705	287637	-
MPAO1_01360	287901	289037	-
MPAO1_01365	289079	290521	-
MPAO1_01370	290671	292821	-
MPAO1_01375	292818	293315	-
MPAO1_01380	293319	296378	-
MPAO1_01385	296560	297078	-
MPAO1_01390	298333	298409	-
MPAO1_01395	298598	299014	-
MPAO1_01400	299039	300490	+
MPAO1_01405	300462	300692	-
MPAO1_01410	300735	302015	+
MPAO1_01415	302251	302415	-
MPAO1_01420	302341	303540	+
MPAO1_01425	303694	305115	-
MPAO1_01430	305242	305679	+
MPAO1_01435	305691	306098	+
MPAO1_01440	306132	306416	+
MPAO1_01445	306413	307345	-
MPAO1_01450	307395	308609	-
MPAO1_01455	308772	309542	-
MPAO1_01460	309651	310337	-
MPAO1_01465	310413	310928	+
MPAO1_01470	310968	311726	-
MPAO1_01475	311898	312650	-
MPAO1_01480	312744	313442	+
MPAO1_01485	313455	314444	-
MPAO1_01490	314448	315317	-
MPAO1_01495	315328	316146	-
MPAO1_01500	316308	317306	-
MPAO1_01505	317483	317665	-
MPAO1_01510	317829	320111	-
MPAO1_01515	320283	321461	+
MPAO1_01520	321692	323077	+
MPAO1_01525	323133	324089	+
MPAO1_01530	324142	325104	+
MPAO1_01535	325217	326188	+
MPAO1_01540	326801	328183	+
MPAO1_01545	328318	329424	-
MPAO1_01550	329510	330388	-
MPAO1_01555	330551	331216	-
MPAO1_01560	331279	332340	-
MPAO1_01565	332596	333972	-
MPAO1_01570	334251	335003	+
MPAO1_01575	335044	336402	+
MPAO1_01580	336468	337838	+
MPAO1_01585	337954	339057	+
MPAO1_01590	339476	340573	+
MPAO1_01595	340628	341782	+
MPAO1_01600	341809	342690	+
MPAO1_01605	342773	343642	+
MPAO1_01610	343820	346207	-
MPAO1_01615	346204	346353	-
MPAO1_01620	346318	347370	+
MPAO1_01625	347349	347852	-
MPAO1_01630	347957	348568	-
MPAO1_01635	348567	349586	+
MPAO1_01640	349606	350358	-
MPAO1_01645	350407	351105	+
MPAO1_01650	351127	351681	-
MPAO1_01655	351947	352441	+
MPAO1_01660	352444	353136	-
MPAO1_01665	353208	353978	-
MPAO1_01670	354271	354708	+
MPAO1_01675	354765	355994	-
MPAO1_01680	356198	357592	+
MPAO1_01685	357684	358349	+
MPAO1_01690	358448	359437	+
MPAO1_01695	359499	359849	+
MPAO1_01700	359930	360964	-
MPAO1_01705	360980	362374	-
MPAO1_01710	362795	363838	-
MPAO1_01715	363886	364674	-
MPAO1_01720	364671	365600	-
MPAO1_01725	365597	366646	-
MPAO1_01730	366674	366985	-
MPAO1_01735	366974	367939	+
MPAO1_01740	367979	369922	-
MPAO1_01745	370223	370555	-
MPAO1_01750	370679	371350	-
MPAO1_01755	371584	373122	+
MPAO1_01760	373242	373709	+
MPAO1_01765	373760	375031	+
MPAO1_01770	375028	375495	+
MPAO1_01775	375468	376706	-
MPAO1_01780	376756	377409	-
MPAO1_01785	377613	378092	+
MPAO1_01790	378115	380394	+
MPAO1_01795	380420	381550	+
MPAO1_01800	381554	382309	-
MPAO1_01805	382431	383234	+
MPAO1_01810	383244	384044	+
MPAO1_01815	384250	385044	+
MPAO1_01820	385071	385868	-
MPAO1_01825	385903	387282	-
MPAO1_01830	387275	388660	-
MPAO1_01835	388851	389213	+
MPAO1_01840	389250	390401	-
MPAO1_01845	390611	391705	+
MPAO1_01850	391702	392742	+
MPAO1_01855	392825	393331	+
MPAO1_01860	393347	393820	-
MPAO1_01865	393959	395344	-
MPAO1_01870	395574	397412	-
MPAO1_01875	397741	398937	-
MPAO1_01880	399010	399549	-
MPAO1_01885	399765	400589	+
MPAO1_01890	400648	401460	+
MPAO1_01895	401537	402115	+
MPAO1_01900	402198	402542	+
MPAO1_01905	402812	403798	+
MPAO1_01910	403903	405636	-
MPAO1_01915	405764	406015	-
MPAO1_01920	406136	406615	-
MPAO1_01925	406767	408362	-
MPAO1_01930	408418	408966	-
MPAO1_01935	409021	410451	-
MPAO1_01940	410740	411387	+
MPAO1_01945	411372	411782	-
MPAO1_01950	411845	412843	-
MPAO1_01955	412880	413446	-
MPAO1_01960	413449	414045	-
MPAO1_01965	414045	415532	-
MPAO1_01970	415525	416922	-
MPAO1_01975	417043	418410	+
MPAO1_01980	418407	419078	+
MPAO1_01985	419078	420085	+
MPAO1_01990	420199	421053	+
MPAO1_01995	421118	421723	+
MPAO1_02000	421728	422459	-
MPAO1_02005	422496	422873	+
MPAO1_02010	422976	423176	+
MPAO1_02015	423235	424032	+
MPAO1_02020	424123	424857	+
MPAO1_02025	425020	426366	+
MPAO1_02030	426379	426636	-
MPAO1_02035	426698	427021	-
MPAO1_02040	427102	428256	-
MPAO1_02045	428377	428970	-
MPAO1_02050	428967	429386	-
MPAO1_02055	429518	430138	-
MPAO1_02060	430146	431285	-
MPAO1_02065	431374	433341	-
MPAO1_02070	433449	433745	-
MPAO1_02075	433742	434335	-
MPAO1_02080	434346	435167	-
MPAO1_02085	435179	435871	-
MPAO1_02090	436086	437120	+
MPAO1_02095	437298	438446	+
MPAO1_02100	438454	439353	-
MPAO1_02105	439507	439911	+
MPAO1_02110	440154	441527	+
MPAO1_02115	441524	442708	+
MPAO1_02120	442935	444206	-
MPAO1_02125	444203	445207	-
MPAO1_02130	445231	445743	-
MPAO1_02135	445855	446289	-
MPAO1_02140	446289	446858	-
MPAO1_02145	446907	447866	-
MPAO1_02150	447947	448900	-
MPAO1_02155	449155	449562	+
MPAO1_02160	449609	449974	+
MPAO1_02165	450025	450561	+
MPAO1_02170	450646	452694	+
MPAO1_02175	452755	453630	+
MPAO1_02180	453642	461060	+
MPAO1_02185	461053	462084	+
MPAO1_02190	462081	462587	+
MPAO1_02195	462595	463389	+
MPAO1_02200	463465	464076	+
MPAO1_02205	464084	465499	-
MPAO1_02210	465534	466256	-
MPAO1_02215	466349	467752	-
MPAO1_02220	467801	467935	+
MPAO1_02225	467926	469416	+
MPAO1_02230	469597	470166	+
MPAO1_02235	470178	470753	+
MPAO1_02240	470822	471265	-
MPAO1_02245	471363	472691	+
MPAO1_02250	472707	475847	+
MPAO1_02255	475849	477306	+
MPAO1_02260	477402	479321	-
MPAO1_02265	479572	480642	-
MPAO1_02270	480712	481584	-
MPAO1_02275	481627	482181	-
MPAO1_02280	482222	483631	-
MPAO1_02285	483920	484354	+
MPAO1_02290	484480	486672	+
MPAO1_02295	486683	488161	+
MPAO1_02300	488246	488866	+
MPAO1_02305	488903	490174	-
MPAO1_02310	490164	491414	-
MPAO1_02315	491427	491642	+
MPAO1_02320	491596	492873	-
MPAO1_02325	492870	494237	-
MPAO1_02330	494332	495771	-
MPAO1_02335	495733	495888	+
MPAO1_02340	495878	495994	-
MPAO1_02345	496387	497877	+
MPAO1_02350	497936	499219	+
MPAO1_02355	499620	500636	-
MPAO1_02360	500892	502115	-
MPAO1_02365	502235	503416	-
MPAO1_02370	503637	504545	+
MPAO1_02375	504563	505102	+
MPAO1_02380	505145	506767	-
MPAO1_02385	507147	508478	+
MPAO1_02390	508475	509269	+
MPAO1_02395	509377	510108	+
MPAO1_02400	510105	512306	-
MPAO1_02405	512567	513943	-
MPAO1_02410	514291	514500	+
MPAO1_02415	514651	515175	+
MPAO1_02420	515169	515543	-
MPAO1_02425	515545	516978	-
MPAO1_02430	517353	520151	+
MPAO1_02435	520253	520831	+
MPAO1_02440	521146	522033	-
MPAO1_02445	522176	522685	+
MPAO1_02450	522770	523459	+
MPAO1_02455	523459	524883	+
MPAO1_02460	524985	526343	+
MPAO1_02465	526393	526695	+
MPAO1_02470	526692	526877	+
MPAO1_02475	526840	527460	-
MPAO1_02480	527479	528429	-
MPAO1_02485	528515	529372	+
MPAO1_02490	529545	531953	-
MPAO1_02495	532057	533028	-
MPAO1_02500	533025	533543	-
MPAO1_02505	533712	534461	+
MPAO1_02510	534601	535005	+
MPAO1_02515	535055	535624	+
MPAO1_02520	535658	537385	-
MPAO1_02525	537733	538659	-
MPAO1_02530	538747	539223	+
MPAO1_02535	539301	540251	-
MPAO1_02540	540355	541152	+
MPAO1_02545	541195	541638	+
MPAO1_02550	541686	543863	-
MPAO1_02555	544170	544613	+
MPAO1_02560	544645	545160	+
MPAO1_02565	545850	546746	-
MPAO1_02570	546948	547922	-
MPAO1_02575	547984	548742	-
MPAO1_02580	548810	549130	-
MPAO1_02585	549172	549897	-
MPAO1_02590	550036	550329	-
MPAO1_02595	550383	551309	-
MPAO1_02600	551427	552185	+
MPAO1_02605	552262	552510	+
MPAO1_02610	552521	553897	+
MPAO1_02615	553899	554777	+
MPAO1_02620	554767	555744	+
MPAO1_02625	555791	556792	-
MPAO1_02630	556870	557877	-
MPAO1_02635	557893	558594	-
MPAO1_02640	559160	560218	+
MPAO1_02645	560324	561529	+
MPAO1_02650	561522	562244	+
MPAO1_02655	562237	563061	+
MPAO1_02660	563065	563751	+
MPAO1_02665	563860	564090	+
MPAO1_02670	564430	566235	+
MPAO1_02675	566448	568244	+
MPAO1_02680	568241	568447	-
MPAO1_02685	568518	570296	+
MPAO1_02690	570627	572108	-
MPAO1_02695	572099	572938	-
MPAO1_02700	572949	574112	-
MPAO1_02705	574106	574621	-
MPAO1_02710	574596	575039	-
MPAO1_02715	575032	575556	-
MPAO1_02720	575553	576005	-
MPAO1_02725	576014	577192	-
MPAO1_02730	577189	577548	-
MPAO1_02735	577545	577859	-
MPAO1_02740	577910	579616	-
MPAO1_02745	579832	580614	+
MPAO1_02750	580649	581176	+
MPAO1_02755	581184	581441	+
MPAO1_02760	581531	581971	+
MPAO1_02765	581971	583371	+
MPAO1_02770	583373	585211	+
MPAO1_02775	585218	585412	-
MPAO1_02780	585496	586179	-
MPAO1_02785	586533	587411	-
MPAO1_02790	587513	588214	+
MPAO1_02795	588211	588447	+
MPAO1_02800	588440	589621	+
MPAO1_02805	589621	590337	+
MPAO1_02810	590412	590918	-
MPAO1_02815	590961	592451	+
MPAO1_02820	592484	592732	+
MPAO1_02825	592789	594078	+
MPAO1_02830	594096	594650	+
MPAO1_02835	594761	595786	-
MPAO1_02840	595790	596398	-
MPAO1_02845	596486	596995	-
MPAO1_02850	597224	598054	+
MPAO1_02855	598124	598510	+
MPAO1_02860	598623	599081	+
MPAO1_02865	599273	599692	-
MPAO1_02870	599942	600910	+
MPAO1_02875	600914	601657	-
MPAO1_02880	601862	603166	+
MPAO1_02885	603222	604412	-
MPAO1_02890	604428	605429	-
MPAO1_02895	605676	607673	+
MPAO1_02900	607673	608737	+
MPAO1_02905	608718	609515	-
MPAO1_02910	609730	610791	+
MPAO1_02915	610797	611960	+
MPAO1_02920	612033	612233	+
MPAO1_02925	612393	612734	+
MPAO1_02930	612854	613918	+
MPAO1_02935	613984	614466	+
MPAO1_02940	614468	615124	-
MPAO1_02945	615123	615890	+
MPAO1_02950	615887	617065	-
MPAO1_02955	617178	617666	+
MPAO1_02960	617692	618846	+
MPAO1_02965	618848	619522	-
MPAO1_02970	619651	620004	-
MPAO1_02975	620182	621093	-
MPAO1_02980	621211	621549	+
MPAO1_02985	621539	622054	-
MPAO1_02990	622242	622400	+
MPAO1_02995	622410	622868	-
MPAO1_03000	622884	623354	-
MPAO1_03005	623368	623715	-
MPAO1_03010	623705	624319	-
MPAO1_03015	624510	627281	-
MPAO1_03020	627851	628186	-
MPAO1_03025	628279	629400	-
MPAO1_03030	629659	629796	-
MPAO1_03035	629950	630026	-
MPAO1_03040	630043	633780	-
MPAO1_03045	633887	635740	-
MPAO1_03050	635820	637814	-
MPAO1_03055	637897	638346	-
MPAO1_03060	638416	638631	-
MPAO1_03065	638832	639857	+
MPAO1_03070	639936	640505	-
MPAO1_03075	640589	640942	+
MPAO1_03080	640933	641475	+
MPAO1_03085	641448	642680	-
MPAO1_03090	642724	643230	-
MPAO1_03095	643324	644877	-
MPAO1_03100	644874	646145	-
MPAO1_03105	646246	648168	-
MPAO1_03110	648447	648779	-
MPAO1_03115	648823	649674	-
MPAO1_03120	649674	650054	-
MPAO1_03125	650091	650897	-
MPAO1_03130	651013	651999	-
MPAO1_03135	651996	653288	-
MPAO1_03140	653269	656043	-
MPAO1_03145	656170	657186	+
MPAO1_03150	657183	657857	+
MPAO1_03155	657859	658617	+
MPAO1_03160	658618	659679	-
MPAO1_03165	659831	662224	+
MPAO1_03170	662270	662902	+
MPAO1_03175	663031	664065	+
MPAO1_03180	664299	665408	+
MPAO1_03185	665464	666510	+
MPAO1_03190	666625	667872	+
MPAO1_03195	667978	668808	+
MPAO1_03200	668932	669606	+
MPAO1_03205	669606	670424	+
MPAO1_03210	670497	671975	+
MPAO1_03215	672294	672608	-
MPAO1_03220	672708	673478	-
MPAO1_03225	673936	674136	+
MPAO1_03230	674184	674543	+
MPAO1_03235	674907	675356	+
MPAO1_03240	675378	675893	+
MPAO1_03245	675890	676447	+
MPAO1_03250	676600	676926	+
MPAO1_03255	676923	677810	+
MPAO1_03260	677803	678336	+
MPAO1_03265	678338	680413	+
MPAO1_03270	680410	680868	+
MPAO1_03275	680911	682071	+
MPAO1_03280	682084	682587	+
MPAO1_03285	682602	682946	+
MPAO1_03290	683116	685353	+
MPAO1_03295	685363	686235	+
MPAO1_03300	686210	686416	+
MPAO1_03305	686474	687463	+
MPAO1_03310	687496	688125	+
MPAO1_03315	688122	688484	+
MPAO1_03320	688481	688738	+
MPAO1_03325	688753	688983	+
MPAO1_03330	689054	689548	+
MPAO1_03335	689560	689907	+
MPAO1_03340	689937	690191	+
MPAO1_03345	690238	692073	+
MPAO1_03350	692066	692407	+
MPAO1_03355	692415	693110	+
MPAO1_03360	693113	693883	+
MPAO1_03365	693938	694540	+
MPAO1_03370	694599	698213	+
MPAO1_03375	698449	699237	+
MPAO1_03380	699261	700352	+
MPAO1_03385	700352	700687	+
MPAO1_03390	700668	700898	+
MPAO1_03395	700994	702046	+
MPAO1_03400	702046	702348	+
MPAO1_03405	702345	702575	+
MPAO1_03410	702994	703599	+
MPAO1_03415	703601	704650	+
MPAO1_03420	704647	705483	+
MPAO1_03425	705545	706189	-
MPAO1_03430	706461	706883	+
MPAO1_03435	707203	707997	+
MPAO1_03440	708052	708699	-
MPAO1_03445	708799	709137	-
MPAO1_03450	709216	710697	+
MPAO1_03455	710737	711537	-
MPAO1_03460	711598	712674	-
MPAO1_03465	712796	713764	-
MPAO1_03470	713781	714203	-
MPAO1_03475	714494	715528	+
MPAO1_03480	715528	716247	+
MPAO1_03485	716248	716670	+
MPAO1_03490	716748	717098	+
MPAO1_03495	717152	718243	-
MPAO1_03500	718246	719589	-
MPAO1_03505	719874	721073	+
MPAO1_03510	721613	723149	+
MPAO1_03515	723213	723289	+
MPAO1_03520	723318	723393	+
MPAO1_03525	723613	726524	+
MPAO1_03530	726655	726770	+
MPAO1_03535	726932	727870	+
MPAO1_03540	727867	728613	+
MPAO1_03545	728622	729326	+
MPAO1_03550	729474	729558	+
MPAO1_03555	729585	729658	+
MPAO1_03560	729678	729753	+
MPAO1_03565	729838	731031	+
MPAO1_03570	731087	731162	+
MPAO1_03575	731208	731576	+
MPAO1_03580	731586	732119	+
MPAO1_03585	732236	732667	+
MPAO1_03590	732667	733362	+
MPAO1_03595	733561	734061	+
MPAO1_03600	734140	734508	+
MPAO1_03605	734730	738803	+
MPAO1_03610	738869	743068	+
MPAO1_03615	743220	743591	+
MPAO1_03620	743691	744161	+
MPAO1_03625	744192	746312	+
MPAO1_03630	746343	747536	+
MPAO1_03635	747693	748004	+
MPAO1_03640	748087	748722	+
MPAO1_03645	748736	749338	+
MPAO1_03650	749335	749634	+
MPAO1_03655	749646	750467	+
MPAO1_03660	750484	750759	+
MPAO1_03665	750772	751104	+
MPAO1_03670	751117	751803	+
MPAO1_03675	751815	752228	+
MPAO1_03680	752228	752419	+
MPAO1_03685	752422	752688	+
MPAO1_03690	752712	753080	+
MPAO1_03695	753093	753407	+
MPAO1_03700	753427	753966	+
MPAO1_03705	753980	754285	+
MPAO1_03710	754475	754867	+
MPAO1_03715	754879	755412	+
MPAO1_03720	755423	755773	+
MPAO1_03725	755777	756277	+
MPAO1_03730	756280	756456	+
MPAO1_03735	756460	756894	+
MPAO1_03740	756895	758223	+
MPAO1_03745	758252	758368	+
MPAO1_03750	758499	758855	+
MPAO1_03755	758874	759263	+
MPAO1_03760	759280	759900	+
MPAO1_03765	759923	760924	+
MPAO1_03770	760968	761357	+
MPAO1_03775	761639	763087	+
MPAO1_03780	763218	763682	+
MPAO1_03785	763754	766591	-
MPAO1_03790	766805	768193	+
MPAO1_03795	768210	768707	+
MPAO1_03800	768796	770226	-
MPAO1_03805	770223	770528	-
MPAO1_03810	770528	771283	-
MPAO1_03815	771280	772923	-
MPAO1_03820	773152	774042	+
MPAO1_03825	774236	778552	+
MPAO1_03830	778549	783978	+
MPAO1_03835	783975	785024	+
MPAO1_03840	785021	786733	+
MPAO1_03845	786730	788454	+
MPAO1_03850	788546	790708	+
MPAO1_03855	790708	790989	+
MPAO1_03860	790991	792496	+
MPAO1_03865	792489	793733	+
MPAO1_03870	793838	795046	-
MPAO1_03875	795284	795928	-
MPAO1_03880	795954	796790	-
MPAO1_03885	796804	798687	-
MPAO1_03890	798684	799307	-
MPAO1_03895	799304	800521	-
MPAO1_03900	800545	801033	-
MPAO1_03905	801063	801551	-
MPAO1_03910	802014	802289	-
MPAO1_03915	802248	803252	+
MPAO1_03920	803263	804726	-
MPAO1_03925	804723	807812	-
MPAO1_03930	807825	808937	-
MPAO1_03935	808945	809391	-
MPAO1_03940	810042	811208	-
MPAO1_03945	811288	812142	-
MPAO1_03950	812250	813305	+
MPAO1_03955	813401	814441	+
MPAO1_03960	814481	815347	-
MPAO1_03965	815545	817326	-
MPAO1_03970	817444	819066	-
MPAO1_03975	819312	821588	+
MPAO1_03980	821591	822235	+
MPAO1_03985	822391	823221	+
MPAO1_03990	823306	824004	+
MPAO1_03995	824001	824705	+
MPAO1_04000	824702	825445	+
MPAO1_04005	825454	826458	+
MPAO1_04010	826499	827695	-
MPAO1_04015	827863	829353	-
MPAO1_04020	829346	830257	-
MPAO1_04025	830322	831650	-
MPAO1_04030	831786	833105	-
MPAO1_04035	833198	833926	-
MPAO1_04040	834233	835255	+
MPAO1_04045	835281	835748	+
MPAO1_04050	835752	836390	-
MPAO1_04055	836418	837137	-
MPAO1_04060	837191	837414	+
MPAO1_04065	837422	839065	+
MPAO1_04070	839108	840403	-
MPAO1_04075	840641	841384	-
MPAO1_04080	841484	841885	-
MPAO1_04085	842028	842309	+
MPAO1_04090	842640	844028	-
MPAO1_04095	844563	845486	-
MPAO1_04100	845627	846025	+
MPAO1_04105	846057	846857	-
